CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID,MARK
MFM-223,AKT,PIK3CA_4,1.0,1.0,0.792366217,0.5269928,0.0,0.151881908,0.9840588,0.0,6.784097,1,AKT.PIK3CA_4,TRAINSET
M14,AKT,PIK3CA_4,1.0,1.0,0.274531362,10.0,75.99971187,0.279011579,10.0,34.39964607,-0.7425711,1,AKT.PIK3CA_4,TRAINSET
BT-20,AKT,PIK3C_2,1.0,1.0,0.859817884,1.2863173,0.0,1.0,0.7339212,44.03727212,3.443067,1,AKT.PIK3C_2,TRAINSET
BT-549,AKT,PIK3C_2,1.0,1.0,0.331070308,10.0,40.39904615,0.234812607,3.1495762,52.69095311,3.142523,1,AKT.PIK3C_2,TRAINSET
CAL-120,AKT,PIK3C_2,1.0,1.0,1.0,10.0,62.60024811,0.244725158,2.877772,70.15753505,-0.5383151,-1,AKT.PIK3C_2,TRAINSET
CAMA-1,AKT,PIK3C_2,1.0,1.0,0.371593734,10.0,44.89723065,0.126380262,1.1348007,7.0952965,-15.07413,1,AKT.PIK3C_2,TRAINSET
HCC1143,AKT,PIK3C_2,1.0,1.0,0.325688887,10.0,55.79939896,1.0,0.6648642,40.45802375,-18.28101,1,AKT.PIK3C_2,TRAINSET
HCC1428,AKT,PIK3C_2,1.0,1.0,0.297000303,10.0,38.29942399,0.0001,0.1,93.92849929,1.231675,1,AKT.PIK3C_2,TRAINSET
HCC1806,AKT,PIK3C_2,1.0,1.0,0.348873035,10.0,16.5977691,0.322092665,10.0,48.09936281,-15.70878,1,AKT.PIK3C_2,TRAINSET
HCC1937,AKT,PIK3C_2,1.0,1.0,0.326713718,10.0,74.89965097,0.233448201,1.8318019,67.67169429,16.42842,1,AKT.PIK3C_2,TRAINSET
HCC38,AKT,PIK3C_2,1.0,1.0,0.383621242,10.0,42.89605803,1.0,10.0,91.00025555,-2.30333,1,AKT.PIK3C_2,TRAINSET
HCC70,AKT,PIK3C_2,1.0,1.0,1.0,0.0,100.0,0.285228807,10.0,18.69965895,-12.07315,-1,AKT.PIK3C_2,TRAINSET
Hs-578-T,AKT,PIK3C_2,1.0,1.0,0.320915066,10.0,37.79926902,0.294705258,10.0,65.09973568,0.2284273,-1,AKT.PIK3C_2,TRAINSET
MDA-MB-468,AKT,PIK3C_2,1.0,1.0,0.384200918,10.0,61.39729461,0.266781771,2.0956776,35.96158271,3.043114,1,AKT.PIK3C_2,TRAINSET
M14,AKT,PIK3C_2,1.0,1.0,0.312935365,10.0,64.89966565,0.233881403,1.2693363,20.41684793,12.29004,1,AKT.PIK3C_2,TRAINSET
BFTC-905,AKT,TNF,0.1,3.0,0.002355389,1.3525166,42.58467023,0.134912816,2.8429019,43.86521526,108.1946,1,AKT.TNF,TRAINSET
HT-1197,AKT,TNF,0.1,1.0,0.001029262,1.0788876,53.25729981,1.0,0.3333529,13.37095066,35.02862,1,AKT.TNF,TRAINSET
J82,AKT,TNF,0.1,3.0,0.1,0.3892358,46.63112045,0.635865702,0.77915,21.384607,37.71558,1,AKT.TNF,TRAINSET
KU-19-19,AKT,TNF,0.1,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-105.4095,-1,AKT.TNF,TRAINSET
SW780,AKT,TNF,0.03,3.0,0.03,0.2631948,2.24046635,0.547330645,1.1936284,20.2577313,24.32147,1,AKT.TNF,TRAINSET
T-24,AKT,TNF,0.03,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-5.950885,1,AKT.TNF,TRAINSET
BT-20,AKT,AKT_1,1.0,1.0,0.258829507,2.6522928,63.9329888,0.457555312,1.9626393,80.81186035,20.26494,1,AKT.AKT_1,TRAINSET
CAL-51,AKT,AKT_1,1.0,1.0,0.350374087,2.8549052,61.35838442,0.703133704,0.663661,0.0,-14.69828,1,AKT.AKT_1,TRAINSET
CAMA-1,AKT,AKT_1,1.0,1.0,0.351721675,4.8387182,29.55407504,0.14638144,1.2540583,7.6444549,4.071763,1,AKT.AKT_1,TRAINSET
HCC1187,AKT,AKT_1,1.0,1.0,0.097380527,0.9275172,43.21471695,0.748323325,0.921178,14.76174484,10.36244,1,AKT.AKT_1,TRAINSET
HCC1428,AKT,AKT_1,1.0,1.0,0.0001,0.1,84.31880972,0.00813195,10.0,90.42501465,9.317672,1,AKT.AKT_1,TRAINSET
HCC1806,AKT,AKT_1,1.0,1.0,0.219929431,1.699701,23.85626697,1.0,1.3434116,8.97168521,7.281745,1,AKT.AKT_1,TRAINSET
HCC1937,AKT,AKT_1,1.0,1.0,0.173163739,2.0567239,77.21261732,0.114822296,1.2772776,70.87526634,2.248126,1,AKT.AKT_1,TRAINSET
HCC70,AKT,AKT_1,1.0,1.0,0.310574858,10.0,57.99943022,0.256157023,1.9578187,11.22164101,-15.53357,-1,AKT.AKT_1,TRAINSET
Hs-578-T,AKT,AKT_1,1.0,1.0,0.266753736,2.0259368,56.79158906,0.45505486,2.7418437,65.08913544,12.73991,1,AKT.AKT_1,TRAINSET
MDA-MB-157,AKT,AKT_1,1.0,1.0,0.273608498,10.0,71.19925913,1.0,0.524746,52.82954956,10.64372,1,AKT.AKT_1,TRAINSET
MDA-MB-231,AKT,AKT_1,1.0,1.0,0.224581174,1.3741712,74.88281992,0.367317777,10.0,81.99919478,-1.243352,1,AKT.AKT_1,TRAINSET
MDA-MB-436,AKT,AKT_1,1.0,1.0,0.155502449,3.0509571,80.92391321,0.152421805,1.8022773,68.99143067,-13.70829,1,AKT.AKT_1,TRAINSET
MDA-MB-453,AKT,AKT_1,1.0,1.0,0.082560013,1.2547904,7.78983772,0.208187586,1.3756132,20.85674966,17.30208,1,AKT.AKT_1,TRAINSET
MFM-223,AKT,AKT_1,1.0,1.0,0.216130871,1.1743659,14.46998387,0.165307885,1.1014474,3.59609066,7.25458,1,AKT.AKT_1,TRAINSET
M14,AKT,AKT_1,1.0,1.0,1.0,10.0,80.20002607,0.279933254,2.1130974,24.42183861,-6.729425,1,AKT.AKT_1,TRAINSET
BT-549,AKT_1,PIK3C,1.0,1.0,0.29092323,1.5991604,23.47058745,0.852347706,0.6854461,0.0,22.94989,1,AKT_1.PIK3C,TRAINSET
CAL-120,AKT_1,PIK3C,1.0,1.0,0.325080321,10.0,77.69969143,1.0,0.0,100.0,29.05815,1,AKT_1.PIK3C,TRAINSET
CAMA-1,AKT_1,PIK3C,1.0,1.0,0.360270524,10.0,54.39831936,0.339574434,3.3347802,24.90585581,56.20645,1,AKT_1.PIK3C,TRAINSET
DU-4475,AKT_1,PIK3C,1.0,1.0,0.198447311,3.7222611,1.40404335,0.237021879,2.0701331,2.88015987,27.79395,1,AKT_1.PIK3C,TRAINSET
HCC1187,AKT_1,PIK3C,1.0,1.0,0.28421544,10.0,27.99943777,0.142855051,2.3550871,45.54347266,39.19775,1,AKT_1.PIK3C,TRAINSET
HCC1806,AKT_1,PIK3C,1.0,1.0,0.308850689,10.0,23.09931593,0.324659905,2.3110371,30.10163306,71.09962,1,AKT_1.PIK3C,TRAINSET
HCC70,AKT_1,PIK3C,1.0,1.0,1.0,10.0,26.00045101,0.329528309,10.0,62.2993737,48.69135,1,AKT_1.PIK3C,TRAINSET
MDA-MB-157,AKT_1,PIK3C,1.0,1.0,0.043258688,0.8063806,62.94604569,1.0,0.2281645,50.53222965,22.51686,1,AKT_1.PIK3C,TRAINSET
MDA-MB-231,AKT_1,PIK3C,1.0,1.0,0.161137788,0.8679351,74.74082131,0.55465168,1.0758613,71.43944939,27.26663,1,AKT_1.PIK3C,TRAINSET
MDA-MB-453,AKT_1,PIK3C,1.0,1.0,0.218406657,2.7946779,11.8723551,0.091568837,1.296688,7.8268387,34.57878,1,AKT_1.PIK3C,TRAINSET
MDA-MB-468,AKT_1,PIK3C,1.0,1.0,1.0,10.0,88.800194,0.344364873,10.0,65.19917545,64.39026,1,AKT_1.PIK3C,TRAINSET
MFM-223,AKT_1,PIK3C,1.0,1.0,0.349564148,0.9560361,21.40405424,0.245337265,0.8134426,3.80159122,33.47378,1,AKT_1.PIK3C,TRAINSET
CAL-51,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.350489048,10.0,89.09969194,0.303868458,2.6180578,69.52861221,0.33427,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
CAMA-1,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.155274174,0.9811292,12.42665233,0.531904722,1.3312912,0.0,79.41426,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
DU-4475,AKT_1,PIK3CB_PIK3CD,1.0,1.0,1.0,10.0,25.60002615,0.277710233,1.6488966,0.0,42.99064,-1,AKT_1.PIK3CB_PIK3CD,TRAINSET
HCC1143,AKT_1,PIK3CB_PIK3CD,1.0,1.0,1.0,0.5179789,31.58319253,1.0,0.6127374,43.13926551,-0.561607,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
HCC1428,AKT_1,PIK3CB_PIK3CD,1.0,1.0,1.0,10.0,89.00002127,0.129026094,10.0,86.14882709,-6.811293,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
HCC70,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.271532097,10.0,12.79878926,0.348293252,10.0,63.49900675,57.46938,-1,AKT_1.PIK3CB_PIK3CD,TRAINSET
MDA-MB-157,AKT_1,PIK3CB_PIK3CD,1.0,1.0,1.0,0.4215662,10.84153089,0.028485139,0.7229025,78.66067797,17.86787,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
MDA-MB-231,AKT_1,PIK3CB_PIK3CD,1.0,1.0,1.0,0.1774946,60.56182363,0.751907262,0.4540863,45.4558904,8.80018,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
MDA-MB-436,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.17452134,1.6199115,70.63840848,0.263881098,10.0,91.69930346,11.62825,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
MDA-MB-453,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.428618353,0.8012259,0.0,0.075278588,1.0404728,4.06263795,32.99623,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
MDA-MB-468,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.34522875,10.0,85.79963922,0.421490291,1.8857706,48.84821716,54.81554,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
MFM-223,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.554612298,1.8304316,75.51419663,0.209337907,1.3635579,22.8055127,49.47563,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
M14,AKT_1,PIK3CB_PIK3CD,1.0,1.0,0.563091136,1.6405266,0.0,0.335847727,10.0,90.99980955,38.00554,1,AKT_1.PIK3CB_PIK3CD,TRAINSET
CAL-148,AKT_1,PIK3C_2,1.0,1.0,1.0,0.8755579,45.57176149,0.26134234,1.0717663,0.0,32.02186,1,AKT_1.PIK3C_2,TRAINSET
CAL-51,AKT_1,PIK3C_2,1.0,1.0,0.756050481,1.9125467,0.0,0.339475526,10.0,76.89952545,27.4007,1,AKT_1.PIK3C_2,TRAINSET
DU-4475,AKT_1,PIK3C_2,1.0,1.0,0.143714392,1.3256186,0.0,0.231330449,0.9797281,0.0,20.95919,1,AKT_1.PIK3C_2,TRAINSET
HCC1395,AKT_1,PIK3C_2,1.0,1.0,0.343621193,10.0,52.59890869,0.324677791,1.0673983,35.48351248,3.220078,1,AKT_1.PIK3C_2,TRAINSET
HCC1428,AKT_1,PIK3C_2,1.0,1.0,0.327170671,1.5435816,31.06391961,1.0,0.0,100.0,1.055999,1,AKT_1.PIK3C_2,TRAINSET
HCC1806,AKT_1,PIK3C_2,1.0,1.0,0.402488977,3.8460988,13.56707636,0.258453868,2.4270847,24.82224268,43.48635,1,AKT_1.PIK3C_2,TRAINSET
HCC38,AKT_1,PIK3C_2,1.0,1.0,0.836444693,2.5605579,0.0,0.0001,4.1298232,92.04,17.88325,1,AKT_1.PIK3C_2,TRAINSET
HCC70,AKT_1,PIK3C_2,1.0,1.0,1.0,0.0,100.0,0.326919113,10.0,63.69939501,10.23263,-1,AKT_1.PIK3C_2,TRAINSET
Hs-578-T,AKT_1,PIK3C_2,1.0,1.0,0.457570166,1.6600615,31.1112884,0.17661627,2.0482346,60.96336647,36.18777,-1,AKT_1.PIK3C_2,TRAINSET
MDA-MB-157,AKT_1,PIK3C_2,1.0,1.0,1.0,0.6439381,21.75297314,0.110544697,10.0,65.34964095,-7.4713,1,AKT_1.PIK3C_2,TRAINSET
MDA-MB-231,AKT_1,PIK3C_2,1.0,1.0,1.0,0.8779045,16.557115,1.0,0.4505941,56.80674337,11.91089,1,AKT_1.PIK3C_2,TRAINSET
MDA-MB-436,AKT_1,PIK3C_2,1.0,1.0,0.312691762,10.0,52.99957779,0.107491874,10.0,87.14980904,-7.985494,1,AKT_1.PIK3C_2,TRAINSET
MFM-223,AKT_1,PIK3C_2,1.0,1.0,0.584175543,2.075969,0.0,0.145077517,1.6411616,25.23073145,17.62158,1,AKT_1.PIK3C_2,TRAINSET
BT-20,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.951752966,1.3557006,60.20730467,0.16818708,1.4341998,67.44045129,6.61977,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
BT-549,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,0.4330137,64.40921662,0.193947804,0.8167434,46.88819162,28.28627,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
CAMA-1,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.268070599,2.6930948,80.55039541,0.128380874,1.5223062,7.71249275,33.1404,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
HCC1143,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.310984965,10.0,58.39962913,0.183040173,10.0,89.26931826,-11.27415,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
HCC1187,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,0.0,100.0,0.127202624,2.0556201,50.46164787,11.19432,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
HCC1428,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.092586928,0.8889904,2.6446249,0.01090499,10.0,88.17492912,23.92928,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
HCC70,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,10.0,90.80003318,0.418329342,0.9087782,0.0,-30.83873,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
Hs-578-T,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,0.3618156,71.62146764,0.179870453,1.5255034,34.63459522,19.10105,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
MDA-MB-157,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.249972003,2.9780443,93.80832502,1.0,10.0,90.60004258,20.24033,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
MDA-MB-436,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.282726366,10.0,88.19993932,0.249516095,3.1794867,67.30927714,-0.3813019,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
MDA-MB-468,AKT_SGK,BCL2_BCL2L1,1.0,1.0,1.0,0.6966414,36.60540618,0.374381615,1.7026843,50.39277948,18.89769,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
M14,AKT_SGK,BCL2_BCL2L1,1.0,1.0,0.047220727,0.6912217,7.60840416,1.0,0.7563146,40.36497292,15.99293,1,AKT_SGK.BCL2_BCL2L1,TRAINSET
BT-20,AKT_SGK,FGFR,1.0,1.0,1.0,1.5848531,66.77179576,1.0,1.2620162,21.746171,19.64844,1,AKT_SGK.FGFR,TRAINSET
CAL-120,AKT_SGK,FGFR,1.0,1.0,0.265739148,0.7622643,48.29475543,0.125689307,1.2229685,74.23361865,-4.723395,1,AKT_SGK.FGFR,TRAINSET
CAL-148,AKT_SGK,FGFR,1.0,1.0,1.0,0.0,100.0,0.128646493,1.5500376,0.0,-7.884005,-1,AKT_SGK.FGFR,TRAINSET
DU-4475,AKT_SGK,FGFR,1.0,1.0,0.010580282,10.0,91.17493767,0.294366902,10.0,34.39957815,-35.27396,1,AKT_SGK.FGFR,TRAINSET
HCC1143,AKT_SGK,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,1.7942129,47.16707998,-38.33838,1,AKT_SGK.FGFR,TRAINSET
HCC1187,AKT_SGK,FGFR,1.0,1.0,1.0,10.0,94.40000713,0.454401923,0.8409505,23.45417743,8.020787,1,AKT_SGK.FGFR,TRAINSET
HCC1395,AKT_SGK,FGFR,1.0,1.0,0.012940157,1.890418,50.38673312,0.261484023,0.7872796,20.31487395,63.79015,1,AKT_SGK.FGFR,TRAINSET
HCC1428,AKT_SGK,FGFR,1.0,1.0,1.0,0.0,100.0,0.167006102,10.0,88.70370038,5.083751,1,AKT_SGK.FGFR,TRAINSET
HCC1806,AKT_SGK,FGFR,1.0,1.0,1.0,0.0,100.0,0.353839239,10.0,49.69845089,12.89611,1,AKT_SGK.FGFR,TRAINSET
MDA-MB-436,AKT_SGK,FGFR,1.0,1.0,1.0,0.7316868,78.54896376,0.286619595,10.0,62.0997781,-11.19866,1,AKT_SGK.FGFR,TRAINSET
MDA-MB-453,AKT_SGK,FGFR,1.0,1.0,0.23475535,10.0,27.68531203,0.204012178,2.1564667,14.18063831,-6.49964,1,AKT_SGK.FGFR,TRAINSET
MDA-MB-468,AKT_SGK,FGFR,1.0,1.0,0.391441557,1.0769451,84.4511056,0.400123402,1.7162191,44.49441261,-3.211112,1,AKT_SGK.FGFR,TRAINSET
BT-20,AKT_SGK,MAP2K_1,1.0,1.0,0.095093735,0.708687,49.51957963,0.616554569,0.8561764,36.60315649,20.09961,1,AKT_SGK.MAP2K_1,TRAINSET
BT-549,AKT_SGK,MAP2K_1,1.0,1.0,0.096601667,10.0,88.89995094,0.326403835,0.9001655,33.80311223,28.68771,1,AKT_SGK.MAP2K_1,TRAINSET
CAL-148,AKT_SGK,MAP2K_1,1.0,1.0,0.0001,0.1,87.76962574,0.082891092,1.0564724,0.0,6.673409,1,AKT_SGK.MAP2K_1,TRAINSET
CAL-51,AKT_SGK,MAP2K_1,1.0,1.0,0.272117529,1.8105567,90.06982161,0.174338078,1.7927884,30.55668238,9.47785,1,AKT_SGK.MAP2K_1,TRAINSET
CAMA-1,AKT_SGK,MAP2K_1,1.0,1.0,1.0,10.0,91.60005661,0.117581271,1.6151246,9.98920463,28.05505,1,AKT_SGK.MAP2K_1,TRAINSET
DU-4475,AKT_SGK,MAP2K_1,1.0,1.0,0.027369983,1.89642,0.0,0.345350614,10.0,23.69815064,7.070362,1,AKT_SGK.MAP2K_1,TRAINSET
HCC1395,AKT_SGK,MAP2K_1,1.0,1.0,1.0,0.2744375,57.21126681,0.484626343,0.5899566,0.0,32.23424,1,AKT_SGK.MAP2K_1,TRAINSET
HCC1937,AKT_SGK,MAP2K_1,1.0,1.0,1.0,0.2944549,63.94641276,0.492970233,0.5662306,48.52464206,20.91369,1,AKT_SGK.MAP2K_1,TRAINSET
HCC38,AKT_SGK,MAP2K_1,1.0,1.0,0.017252111,0.1,80.70155308,0.59793808,2.3426119,84.4072192,-13.19094,1,AKT_SGK.MAP2K_1,TRAINSET
HCC70,AKT_SGK,MAP2K_1,1.0,1.0,1.0,0.7843244,35.03358251,0.445496634,1.0240169,0.0,34.50574,1,AKT_SGK.MAP2K_1,TRAINSET
MFM-223,AKT_SGK,MAP2K_1,1.0,1.0,1.0,0.1832806,92.4981006,0.159500326,1.3608268,9.82647958,17.40815,1,AKT_SGK.MAP2K_1,TRAINSET
M14,AKT_SGK,MAP2K_1,1.0,1.0,0.163538107,2.4085634,29.87254207,0.304531432,10.0,78.5997566,9.312902,1,AKT_SGK.MAP2K_1,TRAINSET
BT-20,AKT_SGK,PIK3C,1.0,1.0,0.791208448,0.735046,0.0,1.0,0.7916566,24.58346624,17.68523,1,AKT_SGK.PIK3C,TRAINSET
CAL-120,AKT_SGK,PIK3C,1.0,1.0,1.0,0.1686812,46.75242281,1.0,0.6572991,38.46457933,26.76804,1,AKT_SGK.PIK3C,TRAINSET
CAL-51,AKT_SGK,PIK3C,1.0,1.0,1.0,0.9204121,14.64740159,0.178206159,2.0544834,28.69294767,17.15858,1,AKT_SGK.PIK3C,TRAINSET
DU-4475,AKT_SGK,PIK3C,1.0,1.0,0.212872911,1.7618672,0.0,0.310758967,10.0,21.99928722,-18.41464,1,AKT_SGK.PIK3C,TRAINSET
HCC1806,AKT_SGK,PIK3C,1.0,1.0,0.305449501,10.0,20.89943021,0.339595554,10.0,50.9989956,14.02318,1,AKT_SGK.PIK3C,TRAINSET
HCC1937,AKT_SGK,PIK3C,1.0,1.0,0.54424391,0.7746461,44.92745112,0.416391747,0.7070608,50.38968081,10.86356,1,AKT_SGK.PIK3C,TRAINSET
HCC70,AKT_SGK,PIK3C,1.0,1.0,0.688612007,1.2164847,0.0,0.471913734,0.940141,0.0,4.560273,1,AKT_SGK.PIK3C,TRAINSET
Hs-578-T,AKT_SGK,PIK3C,1.0,1.0,0.290115475,3.4170912,39.63518854,0.097791929,6.0553073,49.46427155,-2.879886,1,AKT_SGK.PIK3C,TRAINSET
MDA-MB-157,AKT_SGK,PIK3C,1.0,1.0,1.0,0.3617534,15.8606486,0.064333842,0.6693416,78.90661786,1.496421,1,AKT_SGK.PIK3C,TRAINSET
MDA-MB-231,AKT_SGK,PIK3C,1.0,1.0,0.214675064,1.1063543,70.52960912,1.0,0.5757226,55.12899224,16.45965,1,AKT_SGK.PIK3C,TRAINSET
MFM-223,AKT_SGK,PIK3C,1.0,1.0,0.341047376,2.2511677,48.96871506,0.171091705,1.486727,10.86278681,28.35215,1,AKT_SGK.PIK3C,TRAINSET
M14,AKT_SGK,PIK3C,1.0,1.0,0.379641661,10.0,63.09770427,1.0,10.0,87.0001444,11.83184,-1,AKT_SGK.PIK3C,TRAINSET
BT-20,AKT,ALK_IGFR,1.0,1.0,0.99367847,1.6207407,0.0,0.321896863,10.0,86.69983407,45.51825,1,AKT.ALK_IGFR,TRAINSET
CAL-120,AKT,ALK_IGFR,1.0,1.0,1.0,10.0,57.80044162,0.173220881,10.0,74.69935051,-0.327511,1,AKT.ALK_IGFR,TRAINSET
CAL-148,AKT,ALK_IGFR,1.0,1.0,1.0,10.0,94.200019,0.186777017,1.3879759,0.0,29.1901,1,AKT.ALK_IGFR,TRAINSET
CAMA-1,AKT,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.156817556,1.1858101,7.66885705,31.27616,1,AKT.ALK_IGFR,TRAINSET
DU-4475,AKT,ALK_IGFR,1.0,1.0,0.00715834,0.3680056,0.0,1.0,0.5406731,0.4853978,-35.5294,1,AKT.ALK_IGFR,TRAINSET
HCC1395,AKT,ALK_IGFR,1.0,1.0,0.320181531,10.0,43.39935407,0.330466472,1.241678,50.46136818,28.49871,1,AKT.ALK_IGFR,TRAINSET
Hs-578-T,AKT,ALK_IGFR,1.0,1.0,1.0,10.0,72.00057395,0.300913471,10.0,66.89948133,39.41124,1,AKT.ALK_IGFR,TRAINSET
MDA-MB-157,AKT,ALK_IGFR,1.0,1.0,0.262517791,1.4661499,53.83975117,0.141323799,3.758825,85.46872771,53.44158,1,AKT.ALK_IGFR,TRAINSET
MDA-MB-231,AKT,ALK_IGFR,1.0,1.0,1.0,10.0,88.000052,1.0,10.0,79.60011829,10.79615,1,AKT.ALK_IGFR,TRAINSET
MDA-MB-436,AKT,ALK_IGFR,1.0,1.0,0.309843016,10.0,59.99960109,0.439220148,1.921319,75.08282118,-0.8797212,1,AKT.ALK_IGFR,TRAINSET
MDA-MB-468,AKT,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.338674303,10.0,54.19907802,32.18546,1,AKT.ALK_IGFR,TRAINSET
M14,AKT,ALK_IGFR,1.0,1.0,0.313154781,10.0,39.8993661,0.266063926,1.299622,26.53889241,0.8111451,1,AKT.ALK_IGFR,TRAINSET
BT-549,AKT_1,ALK_IGFR,1.0,1.0,1.0,0.7539945,24.44822924,0.674276701,0.446982,0.0,9.032871,1,AKT_1.ALK_IGFR,TRAINSET
CAL-120,AKT_1,ALK_IGFR,1.0,1.0,0.36309795,10.0,60.49842385,0.014076671,2.1661346,92.31762632,-10.4865,1,AKT_1.ALK_IGFR,TRAINSET
CAL-148,AKT_1,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.254794125,1.289387,12.98072386,-9.584415,1,AKT_1.ALK_IGFR,TRAINSET
CAL-51,AKT_1,ALK_IGFR,1.0,1.0,1.0,0.6118943,29.06636303,1.0,0.833864,7.33100615,4.471512,1,AKT_1.ALK_IGFR,TRAINSET
CAMA-1,AKT_1,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.318279177,10.0,31.79925384,5.739879,1,AKT_1.ALK_IGFR,TRAINSET
DU-4475,AKT_1,ALK_IGFR,1.0,1.0,0.129293537,3.4368668,7.12328712,0.095676896,0.7177243,0.0,10.68538,-3,AKT_1.ALK_IGFR,TRAINSET
HCC1143,AKT_1,ALK_IGFR,1.0,1.0,1.0,10.0,90.80007786,1.0,0.7327306,45.0818772,14.53491,1,AKT_1.ALK_IGFR,TRAINSET
HCC1395,AKT_1,ALK_IGFR,1.0,1.0,0.326423278,10.0,40.7991623,0.307941089,1.507135,47.03922188,11.77991,1,AKT_1.ALK_IGFR,TRAINSET
HCC1428,AKT_1,ALK_IGFR,1.0,1.0,1.0,0.0,100.0,0.0001,0.1,94.81546743,-20.63159,1,AKT_1.ALK_IGFR,TRAINSET
HCC70,AKT_1,ALK_IGFR,1.0,1.0,0.0001,0.1,84.31869017,0.215545202,1.1336381,15.15758185,12.89628,1,AKT_1.ALK_IGFR,TRAINSET
MDA-MB-453,AKT_1,ALK_IGFR,1.0,1.0,0.280452737,10.0,22.39919273,0.079215873,0.8243365,0.0,-3.880877,1,AKT_1.ALK_IGFR,TRAINSET
MDA-MB-468,AKT_1,ALK_IGFR,1.0,1.0,0.233556283,1.2908606,77.6401747,0.49986709,1.2455214,34.35676492,28.48793,1,AKT_1.ALK_IGFR,TRAINSET
M14,AKT_1,ALK_IGFR,1.0,1.0,0.309656053,10.0,51.59938665,0.480666552,4.6261224,85.21749327,-14.95205,-1,AKT_1.ALK_IGFR,TRAINSET
BT-549,ALK_IGFR,MTOR_1,1.0,1.0,0.401844968,0.8906046,0.0,0.858867644,1.3363897,42.42015332,5.22171,1,ALK_IGFR.MTOR_1,TRAINSET
CAL-51,ALK_IGFR,MTOR_1,1.0,1.0,0.243075416,2.0293727,27.53288841,0.349765178,10.0,85.89961057,20.21112,1,ALK_IGFR.MTOR_1,TRAINSET
CAMA-1,ALK_IGFR,MTOR_1,1.0,1.0,0.427796719,1.9179997,12.00247146,1.0,0.0,100.0,28.44153,1,ALK_IGFR.MTOR_1,TRAINSET
HCC1187,ALK_IGFR,MTOR_1,1.0,1.0,0.2703595,10.0,11.89900183,0.122556253,2.1417496,50.85931322,13.26753,1,ALK_IGFR.MTOR_1,TRAINSET
HCC1428,ALK_IGFR,MTOR_1,1.0,1.0,0.328170457,1.8439346,46.06922867,1.0,0.0,100.0,-5.774149,1,ALK_IGFR.MTOR_1,TRAINSET
HCC1806,ALK_IGFR,MTOR_1,1.0,1.0,0.238087169,1.2235345,0.0,0.316964275,10.0,34.39932185,36.16877,1,ALK_IGFR.MTOR_1,TRAINSET
HCC38,ALK_IGFR,MTOR_1,1.0,1.0,0.354855288,2.3649594,64.81282718,1.0,0.9429632,45.34424253,30.53991,1,ALK_IGFR.MTOR_1,TRAINSET
