"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"Calu-6","BRAF_M2","MAP2K_1","3","3",1.176056085,10,50.2957392,2.936840078,10,0,NA,1,"BRAF_M2.MAP2K_1"
"DMS-114","BRAF_M2","MAP2K_1","3","3",0.329931268,0.8957432,61.37448223,3,1.4062555,37.31592484,NA,1,"BRAF_M2.MAP2K_1"
"NCI-H1975","BRAF_M2","MAP2K_1","3","3",1.339097214,1.1753057,23.20957856,0.386494328,1.5285351,71.59521766,NA,1,"BRAF_M2.MAP2K_1"
"NCI-H226","BRAF_M2","MAP2K_1","3","3",1.997315584,0.4868614,0,2.930088541,1.1001943,0,NA,1,"BRAF_M2.MAP2K_1"
"NCI-H2291","BRAF_M2","MAP2K_1","3","3",1.209457483,0.4847802,0,2.21732375,0.7242576,0,NA,1,"BRAF_M2.MAP2K_1"
"NCI-H23","BRAF_M2","MAP2K_1","3","3",0.453262743,0.8081157,0,1.31684998,1.1125946,15.03985778,NA,1,"BRAF_M2.MAP2K_1"
"NCI-H522","BRAF_M2","MAP2K_1","3","3",3,10,91.80040599,3,0.7676791,54.60058363,NA,1,"BRAF_M2.MAP2K_1"
"SW900","BRAF_M2","MAP2K_1","3","3",0.239350969,0.4300676,17.76539756,3,0.811161,19.7651528,NA,1,"BRAF_M2.MAP2K_1"
"647-V","HSP90","MAP2K_1","1","3",0.331233163,9.9821531,82.29971309,0.182534156,4.0141109,5.18179365,NA,1,"HSP90.MAP2K_1"
"BT-474","HSP90","MAP2K_1","1","1",1,0.4454737,50.12840894,0.042121548,2.2166821,4.57581902,NA,1,"HSP90.MAP2K_1"
"HT-1197","HSP90","MAP2K_1","1","3",0.060758264,10,90.11625627,0.127792047,2.1577331,23.53306532,NA,1,"HSP90.MAP2K_1"
"T47D","HSP90","MAP2K_1","1","1",1,0.2719306,66.32106193,0.062450751,4.0430371,29.68444913,NA,1,"HSP90.MAP2K_1"
"TCCSUP","HSP90","MAP2K_1","3","0.3",3,0.2362614,21.79853491,0.155505207,2.0411511,0,NA,1,"HSP90.MAP2K_1"
"COLO-205","IGFR_3","MAP2K_1","1","10",0.045489071,0.7669747,0,0.421885665,1.2324432,27.41661419,NA,1,"IGFR_3.MAP2K_1"
"HT-29","IGFR_3","MAP2K_1","3","10",0.152924635,0.9310004,16.4694079,0.51695117,0.4097289,0,NA,1,"IGFR_3.MAP2K_1"
"SW48","IGFR_3","MAP2K_1","3","10",0.109774691,1.6971818,30.09266991,0.445491499,1.3530426,24.55039381,NA,1,"IGFR_3.MAP2K_1"
"COLO-205","IGFR_4","MAP2K_1","1","10",0.055138885,1.2653017,7.60726095,0.362235121,1.0855799,3.4939913,NA,1,"IGFR_4.MAP2K_1"
"HT-29","IGFR_4","MAP2K_1","3","10",0.232870298,0.4987184,0,0.237410615,0.749476,0,NA,1,"IGFR_4.MAP2K_1"
"NCI-H747","IGFR_4","MAP2K_1","3","10",0.136720144,0.7764735,27.6257459,1.947895472,0.4108312,16.95182606,NA,1,"IGFR_4.MAP2K_1"
"EVSA-T","MAP2K_1","MTOR_1","1","3",0.169001304,1.4796067,6.03981413,3,0.2705397,76.40767356,NA,1,"MAP2K_1.MTOR_1"
"HCC1419","MAP2K_1","MTOR_1","1","3",0.153146446,2.2827955,23.58067373,0.331616629,10,50.09980823,NA,1,"MAP2K_1.MTOR_1"
"HCC1954","MAP2K_1","MTOR_1","1","3",0.077693456,1.1342401,7.8853821,0.524999237,1.6209857,52.82456088,NA,1,"MAP2K_1.MTOR_1"
"MCF7","MAP2K_1","MTOR_1","1","3",0.029849908,0.735342,0,3e-04,0.1,70.92383087,NA,1,"MAP2K_1.MTOR_1"
"MDA-MB-361","MAP2K_1","MTOR_1","1","3",0.105273774,1.2886471,27.58185116,0.60644102,0.6701696,66.8597302,NA,1,"MAP2K_1.MTOR_1"
"MDA-MB-436","MAP2K_1","MTOR_1","1","3",0.028739158,0.3536229,13.10906063,0.103238955,1.7156405,5.01018354,NA,1,"MAP2K_1.MTOR_1"
"CAMA-1","MAP2K_1","PIK3C","3","3",1.893043882,2.2178705,0,0.295333017,10,94.24997458,NA,1,"MAP2K_1.PIK3C"
"EVSA-T","MAP2K_1","PIK3C","3","3",0.515766577,1.8796189,9.17950217,3,0.4602792,73.78310852,NA,1,"MAP2K_1.PIK3C"
"HCC1419","MAP2K_1","PIK3C","3","3",0.447702006,1.0182807,15.20805573,3,0.3819821,26.41412903,NA,1,"MAP2K_1.PIK3C"
"HCC1569","MAP2K_1","PIK3C","3","3",0.885031435,10,42.8990287,3e-04,0.1,79.60648746,NA,1,"MAP2K_1.PIK3C"
"HCC70","MAP2K_1","PIK3C","3","3",0.006392528,0.9119539,1.00114397,0.039268962,1.0739493,3.54701188,NA,1,"MAP2K_1.PIK3C"
"MDA-MB-157","MAP2K_1","PIK3C","3","3",3,0.3921958,11.17526319,3,0.1939808,26.45796332,NA,1,"MAP2K_1.PIK3C"
"MDA-MB-436","MAP2K_1","PIK3C","3","3",0.123250215,2.0826193,6.16451239,0.041212188,0.8287334,22.94008301,NA,1,"MAP2K_1.PIK3C"
"RKO","MAP2K_1","PIK3C","10","3",1.604339049,2.7320283,16.83027203,3,1.1328772,8.32399027,NA,1,"MAP2K_1.PIK3C"
"HT-1376","MAP2K_1","PIM1","3","3",0.019632082,1.5957746,74.03562781,0.107417351,0.4766687,37.88067806,NA,1,"MAP2K_1.PIM1"
"J82","MAP2K_1","PIM1","3","3",0.052822046,1.91574,80.57227317,0.065022291,0.3244494,57.53627259,NA,1,"MAP2K_1.PIM1"
"TCCSUP","MAP2K_1","PIM1","3","3",0.975151034,1.6804126,91.08476694,3,0.3638775,40.87293584,NA,1,"MAP2K_1.PIM1"
"UM-UC-3","MAP2K_1","PIM1","3","3",1,0,100,0.276385532,10,57.64987021,NA,1,"MAP2K_1.PIM1"
"NCI-H747","MAP2K_1","PTK2","3","3",0.751575157,0.6621676,0.52809634,0.615331031,0.4067751,0,NA,1,"MAP2K_1.PTK2"
"RKO","MAP2K_1","PTK2","3","3",0.842860037,5.4390654,9.20938662,2.818098606,1.619978,0,NA,1,"MAP2K_1.PTK2"
"SW48","MAP2K_1","PTK2","1","3",0.330294865,1.0497962,0,0.074759675,1.1908546,28.38813353,NA,1,"MAP2K_1.PTK2"
"RKO","MAP2K_1","TKI","3","3",1,0,100,3,0.9693923,0,NA,1,"MAP2K_1.TKI"
"SW620","MAP2K_1","TKI","3","0.3",3e-04,0.1,92.32255995,0.101422427,10,54.59911271,NA,1,"MAP2K_1.TKI"
"SW948","MAP2K_1","TKI","3","3",3,10,67.00035901,0.131367715,0.9579828,9.66299954,NA,1,"MAP2K_1.TKI"
"BT-20","MAP2K_3","PIK3C","3","0.3",1.457115761,1.644709,25.70590525,0.3,0.1685515,57.48518095,NA,1,"MAP2K_3.PIK3C"
"HCC1419","MAP2K_3","PIK3C","3","0.3",0.368311772,2.2271627,31.03537365,0.075051024,1.0751586,49.22134107,NA,1,"MAP2K_3.PIK3C"
"MCF7","MAP2K_3","PIK3C","3","0.3",0.234712522,1.2156361,6.50756272,0.3,0.2879401,7.14500602,NA,1,"MAP2K_3.PIK3C"
"MDA-MB-361","MAP2K_3","PIK3C","3","0.3",0.38559833,0.8975823,0,0.018040436,10,88.51094822,NA,1,"MAP2K_3.PIK3C"
"MDA-MB-415","MAP2K_3","PIK3C","3","0.3",2.432981837,1.2876606,0,0.121910596,0.658821,14.50395453,NA,1,"MAP2K_3.PIK3C"
"MDA-MB-436","MAP2K_3","PIK3C","3","0.3",3,0.5874734,28.81565148,0.045703629,0.5746996,55.55078574,NA,1,"MAP2K_3.PIK3C"
"A549","ALK","MTOR_1","3","3",0.989207962,10,66.7994934,1.46480063,2.8542961,0,NA,1,"ALK.MTOR_1"
"NCI-H1437","ALK","MTOR_1","3","3",0.267883778,0.9341663,2.58958311,0.629796019,1.0812882,0,NA,1,"ALK.MTOR_1"
"NCI-H2291","ALK","MTOR_1","3","3",0.389632242,0.5381202,21.53613929,1.334387966,0.6939742,0,NA,1,"ALK.MTOR_1"
"NCI-H520","ALK","MTOR_1","3","3",0.14682929,1.3665471,17.14098972,1.095842368,10,38.09736785,NA,1,"ALK.MTOR_1"
"NCI-H522","ALK","MTOR_1","3","3",0.110423941,0.9351451,28.16219078,0.968031559,0.863131,0,NA,1,"ALK.MTOR_1"
"NCI-H1703","ALK_2","MTOR_1","3","3",0.175414642,0.912047,27.30292361,1.130306354,10,24.69565584,NA,1,"ALK_2.MTOR_1"
"NCI-H2085","ALK_2","MTOR_1","3","3",0.387268392,0.5874665,0,1.51212119,0.9629197,0,NA,1,"ALK_2.MTOR_1"
"NCI-H2291","ALK_2","MTOR_1","3","3",0.150803944,0.8651655,42.27581033,1.859813242,1.3093118,0,NA,1,"ALK_2.MTOR_1"
"NCI-H3122","ALK_2","MTOR_1","3","3",0.162665303,1.4030543,10.54801195,0.03035042,10,0,NA,1,"ALK_2.MTOR_1"
"NCI-H522","ALK_2","MTOR_1","3","3",0.094846378,0.8959713,27.42664102,1.592883003,2.1189696,0,NA,1,"ALK_2.MTOR_1"
"NCI-H838","ALK_2","MTOR_1","3","3",0.216130386,1.5811006,11.75097641,2.545413275,0.7740939,0,NA,1,"ALK_2.MTOR_1"
"647-V","ATR_4","MTOR_1","1","3",0.392223413,2.2054125,35.21491625,1.521945328,10,66.16183238,NA,1,"ATR_4.MTOR_1"
"BFTC-905","ATR_4","MTOR_1","3","3",0.30355101,1.5847591,24.9680973,1.052548832,10,16.19762388,NA,1,"ATR_4.MTOR_1"
"T-24","ATR_4","MTOR_1","3","3",0.804194805,2.2705111,13.08433061,0.959739673,10,9.19888643,NA,1,"ATR_4.MTOR_1"
"BFTC-905","ERBB","MTOR_1","3","3",0.356907567,2.2567168,26.04202586,0.281375584,10,91.44997296,NA,1,"ERBB.MTOR_1"
"HT-1376","ERBB","MTOR_1","3","1",0.505123202,0.8436426,21.21853556,0.101752986,10,50.94942249,NA,1,"ERBB.MTOR_1"
"J82","ERBB","MTOR_1","3","3",0.67234482,1.1666949,17.18265176,3e-04,0.1,88.23612654,NA,1,"ERBB.MTOR_1"
"UM-UC-3","ERBB","MTOR_1","1","3",1,2.4184698,49.81924735,3,2.059864,64.60486962,NA,1,"ERBB.MTOR_1"
"VM-CUB-1","ERBB","MTOR_1","1","3",0.130722272,10,42.04421822,3,0.5775276,36.17872544,NA,1,"ERBB.MTOR_1"
"UACC-812","ESR1_1","MTOR_1","1","1",0.404549137,10,47.79387079,1,0,100,NA,1,"ESR1_1.MTOR_1"
"UACC-812","ESR1_3","MTOR_1","1","1",1,10,4.8000238,1,0,100,NA,1,"ESR1_3.MTOR_1"
"647-V","FGFR","MTOR_1","1","3",0.579527354,1.4344276,23.18636042,1,0,100,NA,1,"FGFR.MTOR_1"
"BT-549","MAP2K_1","MTOR_1","1","1",0.285322079,1.6249314,18.31698999,0.02421005,1.5291754,81.66016708,NA,1,"MAP2K_1.MTOR_1"
"CAL-148","MAP2K_1","MTOR_1","1","1",0.260360407,10,59.99812656,0.026992126,1.2375104,86.29130696,NA,1,"MAP2K_1.MTOR_1"
"DU-4475","MAP2K_1","MTOR_1","1","1",0.193761125,1.6763064,2.48676002,0.016921128,2.1492999,0,NA,1,"MAP2K_1.MTOR_1"
"HT-1376","MAP2K_1","MTOR_1","3","3",0.540872404,2.364109,22.46558058,3,0.3605856,4.60987415,NA,1,"MAP2K_1.MTOR_1"
"SW780","MAP2K_1","MTOR_1","3","3",0.488909308,1.9495132,30.84919519,1.086529023,2.7130947,48.6504385,NA,1,"MAP2K_1.MTOR_1"
"TCCSUP","MAP2K_1","MTOR_1","1","3",0.943651587,0.7229381,0,3,0.3093019,14.4354486,NA,1,"MAP2K_1.MTOR_1"
"UM-UC-3","MAP2K_1","MTOR_1","1","3",1,1.9453414,39.2645476,0.241887345,3.8307602,54.2649069,NA,1,"MAP2K_1.MTOR_1"
"HT-1376","MTOR_1","PIK3C","3","3",1.646588459,0.6867127,0,0.917356563,0.7535741,9.94748255,NA,1,"MTOR_1.PIK3C"
"J82","MTOR_1","PIK3C","3","3",1.13386586,1.0828667,23.75382363,0.54592082,1.4610726,28.35846949,NA,1,"MTOR_1.PIK3C"
"MDA-MB-361","MTOR_1","PIK3C","3","1",0.355358014,0.8848824,0,0.20407838,1.7008322,41.41472368,NA,1,"MTOR_1.PIK3C"
"MDA-MB-415","MTOR_1","PIK3C","3","1",2.362644736,1.3819835,0,0.063262363,1.4092082,19.90223707,NA,1,"MTOR_1.PIK3C"
"MDA-MB-436","MTOR_1","PIK3C","3","1",3,0.5925242,0,0.070270511,0.9940529,40.34837796,NA,1,"MTOR_1.PIK3C"
"MDA-MB-453","MTOR_1","PIK3C","3","1",1.081776904,0.5301295,3.19978303,0.04849728,0.880035,25.51678829,NA,1,"MTOR_1.PIK3C"
"MDA-MB-468","MTOR_1","PIK3C","3","1",1.009981455,10,37.49882278,0.141170363,1.9261798,18.65901803,NA,1,"MTOR_1.PIK3C"
"SW780","MTOR_1","PIK3C","3","3",3,10,84.80069114,0.522235472,2.1688393,32.59056,NA,1,"MTOR_1.PIK3C"
"UM-UC-3","MTOR_1","PIK3C","3","1",1.925876379,1.5454547,14.88281851,1,10,42.80004493,NA,1,"MTOR_1.PIK3C"
"BT-474","HDAC_4","PARP1","1","1",1,0,100,1,0,100,NA,1,"HDAC_4.PARP1"
"HCC1500","HDAC_4","PARP1","1","1",0.184645789,0.9196617,52.90784301,0.165292376,10,59.82805991,NA,1,"HDAC_4.PARP1"
"CAMA-1","HSP90","PARP1","1","1",1e-04,0.1,82.77636779,0.109900735,0.8344671,0,NA,1,"HSP90.PARP1"
"HCC1419","HSP90","PARP1","1","1",1,0,100,0.081791038,1.4430096,11.50480735,NA,1,"HSP90.PARP1"
"HCC1500","HSP90","PARP1","1","1",0.208594943,1.0610597,45.4119313,0.065003247,2.8877583,0,NA,1,"HSP90.PARP1"
"MDA-MB-361","HSP90","PARP1","1","1",1,0,100,0.113789856,2.0013635,4.22868574,NA,1,"HSP90.PARP1"
"UACC-812","HSP90","PARP1","1","1",0.162221361,1.8190798,92.8789479,0.049801914,10,0,NA,1,"HSP90.PARP1"
"CAL-120","PARP1","PIK3C","1","3",1,10,74.8001345,0.746286828,1.1983142,59.9168038,NA,1,"PARP1.PIK3C"
"CAL-51","PARP1","PIK3C","1","3",1,3.718788,42.80310942,2.529077072,0.9153189,0,NA,1,"PARP1.PIK3C"
"DU-4475","PARP1","PIK3C","1","3",0.248476135,10,1.39799637,0.86883404,2.1342484,25.43384821,NA,1,"PARP1.PIK3C"
"HCC1395","PARP1","PIK3C","1","3",0.120929428,10,31.44810834,0.088829668,0.5448042,11.49835169,NA,1,"PARP1.PIK3C"
"HCC1806","PARP1","PIK3C","1","3",0.3040641,10,19.59938959,1.712747296,1.3420241,0,NA,1,"PARP1.PIK3C"
"HCC38","PARP1","PIK3C","1","3",0.308365526,10,67.79973893,3,0.4087407,61.71451502,NA,1,"PARP1.PIK3C"
"HCC70","PARP1","PIK3C","1","3",0.445475435,2.0046056,29.79747754,0.311360926,10,90.19993121,NA,1,"PARP1.PIK3C"
"BT-20","PARP1","PIK3CB_PIK3CD","1","3",0.070496716,0.8274976,80.72473342,3,0.8867547,55.39609327,NA,1,"PARP1.PIK3CB_PIK3CD"
"CAL-148","PARP1","PIK3CB_PIK3CD","1","3",0.504933416,1.6564894,0,3,0.4717635,36.3621657,NA,1,"PARP1.PIK3CB_PIK3CD"
"CAMA-1","PARP1","PIK3CB_PIK3CD","1","3",0.185529068,0.8295987,5.32144799,3,0.6151829,21.41689196,NA,1,"PARP1.PIK3CB_PIK3CD"
"MDA-MB-231","PARP1","PIK3CB_PIK3CD","1","3",0.189728297,0.5629739,74.29579743,3,0.7484184,54.87209513,NA,1,"PARP1.PIK3CB_PIK3CD"
"MDA-MB-453","PARP1","PIK3CB_PIK3CD","1","3",0.192509962,1.6623223,38.42815171,1.138278875,1.3686669,16.07552961,NA,1,"PARP1.PIK3CB_PIK3CD"
"MFM-223","PARP1","PIK3CB_PIK3CD","1","3",1,1.0338871,59.45732322,0.595081968,1.0673278,57.75551137,NA,1,"PARP1.PIK3CB_PIK3CD"
"Calu-6","ADAM17","PIK3C","3","10",3,0.6317017,72.2890054,10,1.5819608,71.9416254,NA,1,"ADAM17.PIK3C"
"NCI-H1437","ADAM17","PIK3C","3","10",2.575848889,0.5445044,0,10,0.1035099,65.28305556,NA,1,"ADAM17.PIK3C"
"NCI-H1563","ADAM17","PIK3C","3","10",2.599162239,1.0726529,0,0.068969737,1.0644385,49.6881267,NA,1,"ADAM17.PIK3C"
"NCI-H1703","ADAM17","PIK3C","1","10",0.206961388,0.8655237,11.58415653,0.554130456,10,94.59856993,NA,1,"ADAM17.PIK3C"
"NCI-H2228","ADAM17","PIK3C","1","10",0.604803834,0.9044603,12.20455346,8.080459472,2.0900931,0,NA,1,"ADAM17.PIK3C"
"NCI-H226","ADAM17","PIK3C","3","10",1.846684746,0.9288144,0,10,0.2264503,82.32505816,NA,1,"ADAM17.PIK3C"
"NCI-H358","ADAM17","PIK3C","3","10",0.455376363,1.493332,43.91740559,10,10,92.60000238,NA,1,"ADAM17.PIK3C"
"MCF7","AKT_1","PIK3C","3","3",0.249367469,1.9217669,10.24825611,0.069189801,2.5198701,47.46902383,NA,1,"AKT_1.PIK3C"
"MDA-MB-415","AKT_1","PIK3C","3","3",2.79555409,2.0490299,0,0.345582175,0.9038641,29.22666674,NA,1,"AKT_1.PIK3C"
"A549","ALK","PIK3C","3","3",2.429470439,1.2188717,29.45875767,1.436394726,2.7436756,0,NA,1,"ALK.PIK3C"
"NCI-H1299","ALK","PIK3C","3","3",1.37159876,1.1750201,20.2826165,1.791355903,1.6016339,0,NA,1,"ALK.PIK3C"
"NCI-H1703","ALK","PIK3C","1","3",0.203475868,0.8831023,14.25465999,0.515363569,2.0322682,8.09884154,NA,1,"ALK.PIK3C"
"NCI-H1793","ALK","PIK3C","3","3",0.538466703,1.0651058,7.57324334,1.392176274,1.2105259,0,NA,1,"ALK.PIK3C"
"NCI-H23","ALK","PIK3C","3","3",0.917576336,0.6568605,0,0.42489186,0.6564011,0,NA,1,"ALK.PIK3C"
"NCI-H358","ALK","PIK3C","3","3",2.979001659,0.7369254,0,0.420903451,1.1222803,10.79612678,NA,1,"ALK.PIK3C"
"BFTC-905","HSP90","PIK3C","3","3",0.934167723,0.802275,3.66823533,0.078276155,1.6320232,0,NA,1,"HSP90.PIK3C"
"J82","HSP90","PIK3C","3","3",0.606824264,1.6022355,35.89244734,0.079131655,1.3905767,12.79588427,NA,1,"HSP90.PIK3C"
"SW780","HSP90","PIK3C","3","0.3",3,10,75.40053525,0.267400618,2.6284197,0,NA,1,"HSP90.PIK3C"
"647-V","IAP","PIK3C","3","0.003",0.936670541,1.7225731,44.40799341,0.00053415,1.4529049,3.52360713,NA,1,"IAP.PIK3C"
"HT-1376","IAP","PIK3C","3","3",1.835689008,0.6687409,0,0.092887256,0.2442189,0,NA,1,"IAP.PIK3C"
"SW780","IAP","PIK3C","3","0.03",3,10,85.00084717,0.001761291,1.2626767,58.10138781,NA,1,"IAP.PIK3C"
"T-24","IAP","PIK3C","3","1",1.066456549,10,49.19835049,0.228215937,1.7422856,78.52557546,NA,1,"IAP.PIK3C"
"BFTC-905","MAP2K_1","PIK3C","3","3",1.717308417,0.6281653,0,1.263394026,0.7369581,0,NA,1,"MAP2K_1.PIK3C"
"BT-549","MAP2K_1","PIK3C","1","1",0.254794979,2.6253642,30.66747233,1,0.4679427,56.06665641,NA,1,"MAP2K_1.PIK3C"
"CAL-51","MAP2K_1","PIK3C","1","1",0.727994255,0.8596801,0,1,0.514608,72.17229814,NA,1,"MAP2K_1.PIK3C"
"DU-4475","MAP2K_1","PIK3C","1","1",0.118657641,1.2888774,0,0.023428947,1.9287037,0,NA,1,"MAP2K_1.PIK3C"
"Hs-578-T","MAP2K_1","PIK3C","1","1",0.634567629,1.7079503,0,0.256447195,1.3926686,67.75083579,NA,1,"MAP2K_1.PIK3C"
"J82","MAP2K_1","PIK3C","3","3",0.906616547,0.854109,17.97490329,0.034950154,0.8812765,64.2519217,NA,1,"MAP2K_1.PIK3C"
"MFM-223","MAP2K_1","PIK3C","1","1",0.475233135,1.0809966,14.4477379,1,0,100,NA,1,"MAP2K_1.PIK3C"
"SW780","MAP2K_1","PIK3C","3","3",3,10,63.20027127,1.249939682,2.3602098,44.37159012,NA,1,"MAP2K_1.PIK3C"
"UM-UC-3","MAP2K_1","PIK3C","3","3",1.158393313,2.766307,39.6551135,0.238598183,4.2539188,56.82925993,NA,1,"MAP2K_1.PIK3C"
"CAL-120","MTOR_1","PIK3C","1","1",1,1.8656094,28.65201134,0.22218297,2.6426599,36.41133441,NA,1,"MTOR_1.PIK3C"
"DU-4475","MTOR_1","PIK3C","1","1",0.128675539,1.3256677,0,0.25372504,1.7281949,0,NA,1,"MTOR_1.PIK3C"
"HCC1806","MTOR_1","PIK3C","1","1",0.298389985,10,10.79949328,0.173687146,1.9597845,5.74255102,NA,1,"MTOR_1.PIK3C"
"MFM-223","MTOR_1","PIK3C","1","1",0.261823753,2.2464644,37.87493833,0.234005765,1.7687722,19.20041142,NA,1,"MTOR_1.PIK3C"
"HT-1376","PARP1","PIK3C","3","3",1.446090515,1.0692083,8.00183618,1,0,100,NA,1,"PARP1.PIK3C"
"J82","PARP1","PIK3C","3","3",1.189026858,0.5614499,0,3,0.1543228,54.88319493,NA,1,"PARP1.PIK3C"
"TCCSUP","PARP1","PIK3C","1","3",0.487127518,1.3285988,39.34477899,1.4831543,1.5126957,56.87018574,NA,1,"PARP1.PIK3C"
"UM-UC-3","PARP1","PIK3C","3","3",2.041264877,1.3054026,1.76857985,3,0.5549015,71.73484566,NA,1,"PARP1.PIK3C"
"647-V","PIK3C","PIM1","3","3",1,0,100,1.062625926,10,58.59870964,NA,1,"PIK3C.PIM1"
"SW780","PIK3C","PIM1","3","3",1,0,100,3,10,85.80068538,NA,1,"PIK3C.PIM1"
"TCCSUP","PIK3C","PIM1","3","1",0.750460433,4.9304596,89.1880076,0.302114271,3.3050199,56.48404495,NA,1,"PIK3C.PIM1"
"647-V","PIK3C","TNFSF10","0.03","3",1,0,100,1.007332855,10,58.89924971,NA,1,"PIK3C.TNFSF10"
"BFTC-905","PIK3C","TNFSF10","0.03","3",0.010263408,10,70.59935106,1.651260325,0.7728845,0,NA,1,"PIK3C.TNFSF10"
"VM-CUB-1","PIK3C","TNFSF10","0.03","3",0.003588685,10,75.45050421,0.515177195,10,52.52284232,NA,1,"PIK3C.TNFSF10"
"A549","CSNK2A1_2","PIK3CA_3","3","0.1",1.516232883,0.9938151,15.48355134,0.015181827,4.4612018,8.59947456,NA,1,"CSNK2A1_2.PIK3CA_3"
"Calu-6","CSNK2A1_2","PIK3CA_3","3","0.03",0.04781519,10,78.98429111,0.00932451,1.6412255,2.88380179,NA,1,"CSNK2A1_2.PIK3CA_3"
"NCI-H1299","CSNK2A1_2","PIK3CA_3","3","0.1",3,2.32041,21.05342292,0.027618902,2.0360121,5.83390084,NA,1,"CSNK2A1_2.PIK3CA_3"
"NCI-H2085","CSNK2A1_2","PIK3CA_3","3","0.03",3,0.6873902,5.54425775,0.010146766,0.8436431,0,NA,1,"CSNK2A1_2.PIK3CA_3"
"NCI-H520","CSNK2A1_2","PIK3CA_3","3","0.03",1.160954704,10,79.29843845,0.005908144,1.485952,16.46745523,NA,1,"CSNK2A1_2.PIK3CA_3"
"SW900","CSNK2A1_2","PIK3CA_3","3","0.01",3,0.7018744,35.1299547,0.002701752,1.8878885,23.64679294,NA,1,"CSNK2A1_2.PIK3CA_3"
"CAL-51","MTOR_1","PIK3CA_4","1","1",1,1.4876073,33.21017887,0.345942959,0.9439924,0.74232433,NA,1,"MTOR_1.PIK3CA_4"
"HCC1806","MTOR_1","PIK3CA_4","1","1",0.87576657,1.8128703,0,0.182272011,1.4515843,4.13990696,NA,1,"MTOR_1.PIK3CA_4"
"HCC38","MTOR_1","PIK3CA_4","1","1",1,0,100,0.248106794,1.8370116,74.9325291,NA,1,"MTOR_1.PIK3CA_4"
"MDA-MB-157","MTOR_1","PIK3CA_4","1","1",0.12299791,10,78.54893908,0.380215713,0.6184697,19.70950646,NA,1,"MTOR_1.PIK3CA_4"
"MDA-MB-231","MTOR_1","PIK3CA_4","1","1",1,1.2661577,75.911082,0.711067045,0.6814676,0,NA,1,"MTOR_1.PIK3CA_4"
"MDA-MB-436","MTOR_1","PIK3CA_4","1","1",0.275165715,4.0923587,85.52756835,0.125057626,1.2051695,19.80792146,NA,1,"MTOR_1.PIK3CA_4"
"MDA-MB-468","MTOR_1","PIK3CA_4","1","1",1,0,100,0.414999611,1.4045873,68.63292382,NA,1,"MTOR_1.PIK3CA_4"
"CAL-120","PIK3C_2","PIK3CA_4","1","1",1,0.2739871,60.49665762,0.314483634,10,55.4995559,NA,1,"PIK3C_2.PIK3CA_4"
"CAL-148","PIK3C_2","PIK3CA_4","1","1",1,1.0282426,13.61090814,1,2.0605487,49.70501625,NA,1,"PIK3C_2.PIK3CA_4"
"CAL-51","PIK3C_2","PIK3CA_4","1","1",1,1.0606879,34.18729553,0.684453825,2.1822977,0,NA,1,"PIK3C_2.PIK3CA_4"
"DU-4475","PIK3C_2","PIK3CA_4","1","1",0.861321034,0.8163262,0,0.238304263,2.7297885,0.18641758,NA,1,"PIK3C_2.PIK3CA_4"
"HCC1428","PIK3C_2","PIK3CA_4","1","1",1,0,100,0.308940558,10,40.99945083,NA,1,"PIK3C_2.PIK3CA_4"
"HCC1806","PIK3C_2","PIK3CA_4","1","1",0.342154178,10,50.39890391,0.387699858,2.7706116,7.98805396,NA,1,"PIK3C_2.PIK3CA_4"
"MFM-223","PIK3C_2","PIK3CA_4","1","1",0.26034948,1.6984959,41.73588819,0.339836151,10,25.19844553,NA,1,"PIK3C_2.PIK3CA_4"
"Calu-6","ALK_2","PIK3CB","3","3",3,10,88.80009478,3,2.2090264,20.94826222,NA,1,"ALK_2.PIK3CB"
"NCI-H1793","ALK_2","PIK3CB","3","3",1.978762366,0.4246334,39.28721136,3,0.4826529,27.52509737,NA,1,"ALK_2.PIK3CB"
"NCI-H2170","ALK_2","PIK3CB","3","3",0.04532017,1.2426388,82.74742287,1.133503974,1.3099069,0,NA,1,"ALK_2.PIK3CB"
"NCI-H2291","ALK_2","PIK3CB","3","3",0.106884608,10,89.09988171,2.414669425,1.6665477,0,NA,1,"ALK_2.PIK3CB"
"NCI-H23","ALK_2","PIK3CB","3","3",3,0.5126184,27.69432086,0.508847938,0.4072647,0,NA,1,"ALK_2.PIK3CB"
"NCI-H3122","ALK_2","PIK3CB","3","3",0.037262849,10,87.32489704,0.04300968,1.9028715,0,NA,1,"ALK_2.PIK3CB"
"Calu-6","PIK3CB","Topotecan","0.1","3",0.033896862,2.2124975,35.58847718,3,0.3646698,85.50789859,NA,1,"PIK3CB.Topotecan"
"DMS-114","PIK3CB","Topotecan","0.1","3",0.007091892,1.4427888,43.41624986,0.035552123,1.8926897,81.41213434,NA,1,"PIK3CB.Topotecan"
"NCI-H1299","PIK3CB","Topotecan","0.1","3",0.009835558,10,49.19996003,1.098182626,10,82.59924474,NA,1,"PIK3CB.Topotecan"
"NCI-H1437","PIK3CB","Topotecan","0.1","3",0.010424614,10,59.99964807,3,0.3252236,46.3086922,NA,1,"PIK3CB.Topotecan"
